name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Chez Mal Brasserie & Bar,"Malmaison Hotel, 1 Wharfside St, Birmingham",0121 794 3004,https://www.malmaison.com/locations/birmingham/chez-mal-brasserie/?utm_source=google&utm_medium=organic&utm_campaign=chezmal-birmingham-gmb,restaurant,"Monday: 7:00 – 10:00 AM, 12:00 – 2:00 PM, 6:00 – 9:30 PM","Tuesday: 7:00 – 10:00 AM, 12:00 – 2:00 PM, 6:00 – 9:30 PM","Wednesday: 7:00 – 10:00 AM, 12:00 – 2:00 PM, 6:00 – 9:30 PM","Thursday: 7:00 – 10:00 AM, 12:00 – 2:00 PM, 6:00 – 9:30 PM","Friday: 7:00 – 10:00 AM, 12:00 – 3:00 PM, 6:00 – 10:30 PM","Saturday: 7:30 – 11:00 AM, 12:30 – 4:00 PM, 5:00 – 10:30 PM","Sunday: 8:00 – 11:00 AM, 1:00 – 4:00 PM, 6:00 – 9:30 PM"
Collage Restaurant at Radisson Blu,"12 Smallbrook Queensway, Birmingham",0121 654 6000,https://www.radissonhotels.com/en-us/hotels/radisson-blu-durham/restaurant-bar/collage,restaurant,"Monday: 6:30 – 10:30 AM, 12:00 – 2:00 PM, 5:30 – 10:00 PM","Tuesday: 6:30 – 10:30 AM, 12:00 – 2:00 PM, 5:30 – 10:00 PM","Wednesday: 6:30 – 10:30 AM, 12:00 – 2:00 PM, 5:30 – 10:00 PM","Thursday: 6:30 – 10:30 AM, 12:00 – 2:00 PM, 5:30 – 10:00 PM","Friday: 6:30 – 10:30 AM, 12:00 – 2:00 PM, 5:30 – 10:30 PM","Saturday: 6:30 – 11:00 AM, 12:00 – 2:00 PM, 5:30 – 10:30 PM",Sunday: 7:00 AM – 2:00 PM
Al-Qamar Restaurant,"51 Vincent St, Balsall Heath, Birmingham",07773 193309,http://alqamar.menupage.uk/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 1:00 – 9:00 PM,Friday: 1:00 – 6:00 PM,Saturday: 5:00 – 9:00 PM,Sunday: 12:00 – 6:00 PM
Taj Mahal Restaurant,"1, Norfolk House, Theatre Approach, Birmingham",0121 643 8200,https://tajmahalbirmingham.co.uk/,meal_takeaway,Monday: 4:30 – 11:00 PM,Tuesday: 4:30 – 11:00 PM,Wednesday: 4:30 – 11:00 PM,Thursday: 4:30 – 11:00 PM,Friday: 4:30 – 11:00 PM,Saturday: 4:30 – 11:00 PM,Sunday: 4:30 – 11:00 PM
Channel Restaurant Birmingham,"145A Stratford Rd, Main St, Sparkbrook, Birmingham",07455 608865,Not Available,restaurant,Monday: 1:00 – 11:00 PM,Tuesday: 1:00 – 11:00 PM,Wednesday: 1:00 – 11:00 PM,Thursday: 1:00 – 11:00 PM,Friday: 1:00 PM – 2:00 AM,Saturday: 1:00 PM – 2:00 AM,Sunday: 1:00 – 11:00 PM
Little Blackwood,"145 Alcester Rd, Birmingham",07458 302600,https://www.littleblackwood.co.uk/menu,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 6:00 – 9:00 PM,Friday: 6:00 – 9:00 PM,Saturday: 6:00 – 9:00 PM,Sunday: Closed
Santorini Greek Restaurant,"16 Hurst St, Birmingham",0121 643 5205,https://www.santorinigreekrestaurant.co.uk/,restaurant,Monday: 11:00 AM – 2:00 AM,Tuesday: 11:00 AM – 2:00 AM,Wednesday: 11:00 AM – 2:00 AM,Thursday: 11:00 AM – 2:00 AM,Friday: 11:00 AM – 4:00 AM,Saturday: 11:00 AM – 4:00 AM,Sunday: 11:00 AM – 2:00 AM
Chaophraya Thai Restaurant,"Saint Martins Square, 6 Spiceal St, Birmingham",0121 655 0324,https://chaophraya.co.uk/birmingham/,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Restaurant 88,"88 St Mary's Row, Moseley, Birmingham",0121 439 3173,https://restaurant88.business.site/,meal_takeaway,Monday: 5:00 – 10:30 PM,Tuesday: Closed,Wednesday: 5:00 – 10:30 PM,Thursday: 5:00 – 10:30 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 10:30 PM
Manzil Restaurant,"111-112, 111-112 Digbeth, Birmingham",0121 643 9589,https://www.manzilsdigbeth.co.uk/,restaurant,Monday: 5:00 PM – 12:00 AM,Tuesday: 5:00 PM – 12:00 AM,Wednesday: 5:00 PM – 12:00 AM,Thursday: 5:00 PM – 12:00 AM,Friday: 5:00 PM – 1:00 AM,Saturday: 5:00 PM – 1:00 AM,Sunday: 5:00 PM – 12:00 AM
Athens Greek Restaurant,"First Floor, 16 Hurst St, Birmingham",0121 769 1564,https://www.athensgreekrestaurant.co.uk/,restaurant,Monday: 12:00 PM – 3:00 AM,Tuesday: 12:00 PM – 3:00 AM,Wednesday: 12:00 PM – 3:00 AM,Thursday: 12:00 PM – 3:00 AM,Friday: 12:00 PM – 3:00 AM,Saturday: 12:00 PM – 3:00 AM,Sunday: 12:00 PM – 3:00 AM
Shababs Balti Restaurant,"163-165 Ladypool Rd., Sparkbrook, Birmingham",0121 440 2893,http://www.shababs.co.uk/,restaurant,Monday: 12:10 PM – 6:00 AM,Tuesday: 12:00 PM – 6:00 AM,Wednesday: 12:00 PM – 6:00 AM,Thursday: 12:00 PM – 6:00 AM,Friday: 12:20 PM – 6:00 AM,Saturday: 12:00 PM – 6:00 AM,Sunday: 12:00 PM – 6:00 AM
Chung Ying,"China Quarter, 16-18 Wrottesley St, Birmingham",0121 622 5669,http://www.chungying.co.uk/,restaurant,Monday: 12:00 – 9:00 PM,Tuesday: 12:00 – 9:00 PM,Wednesday: 12:00 – 9:00 PM,Thursday: 12:00 – 9:00 PM,Friday: 12:00 – 9:30 PM,Saturday: 12:00 – 9:30 PM,Sunday: 12:00 – 9:00 PM
China Court Restaurant,"24 Ladywell Walk, Birmingham",0121 666 7031,https://chinacourtbirmingham.com/,restaurant,Monday: 11:30 AM – 9:00 PM,Tuesday: 11:30 AM – 9:00 PM,Wednesday: 11:30 AM – 9:00 PM,Thursday: 11:30 AM – 9:00 PM,Friday: 11:30 AM – 9:00 PM,Saturday: 11:30 AM – 9:00 PM,Sunday: 11:30 AM – 9:00 PM
Family Restaurant,"Wrentham St, Birmingham",0121 622 2497,http://familyrestaurantb5.menupage.uk/,restaurant,Monday: 12:00 – 9:00 PM,Tuesday: 12:00 – 9:00 PM,Wednesday: 12:00 – 9:00 PM,Thursday: Closed,Friday: 12:00 – 9:00 PM,Saturday: 12:00 – 9:00 PM,Sunday: 12:00 – 9:00 PM
Vietnam City Restaurant,"1 Wrottesley St, Birmingham",0121 622 6993,Not Available,restaurant,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: 11:00 AM – 10:00 PM,Thursday: 11:00 AM – 10:00 PM,Friday: 11:00 AM – 10:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: 11:00 AM – 10:00 PM
Ken Ho Restaurant,"ALBANY HOUSE, 41-43 Hurst St, Birmingham",0121 622 1323,https://www.facebook.com/KenHoBham/,restaurant,Monday: 11:00 AM – 8:30 PM,Tuesday: 11:00 AM – 8:30 PM,Wednesday: 11:00 AM – 8:30 PM,Thursday: 11:00 AM – 8:30 PM,Friday: 11:00 AM – 8:30 PM,Saturday: 11:00 AM – 8:30 PM,Sunday: 11:00 AM – 8:30 PM
Carters of Moseley,"2c St Mary's Row, Wake Green Rd, Moseley, Birmingham",0121 449 8885,http://www.cartersofmoseley.co.uk/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: 6:30 PM – 12:00 AM,Thursday: 6:30 PM – 12:00 AM,"Friday: 12:00 – 4:00 PM, 6:30 PM – 12:00 AM","Saturday: 12:00 – 4:00 PM, 6:30 PM – 12:00 AM",Sunday: Closed
Taste of Pakistan,"6, Highgate Business Centre, Ladypool Rd., Sparkbrook, Birmingham",0121 448 0470,http://www.tasteofpakistan.co.uk/,restaurant,Monday: 9:00 AM – 11:00 PM,Tuesday: 9:00 AM – 11:00 PM,Wednesday: 9:00 AM – 11:00 PM,Thursday: 9:00 AM – 11:00 PM,Friday: 9:00 AM – 11:00 PM,Saturday: 6:00 AM – 11:00 PM,Sunday: 6:00 AM – 11:00 PM
Takumi Japanese Restaurant,"35 Hurst St, Birmingham",0121 439 3838,http://www.takumi.uk/,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: Closed,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 10:00 PM
Syrian House,"25 - 27 Horton Square, Birmingham",0121 446 5888,https://syrianhouseonline.com/order-now,restaurant,Monday: 1:00 – 11:30 PM,Tuesday: 1:00 – 11:30 PM,Wednesday: 1:00 – 11:30 PM,Thursday: 1:00 – 11:30 PM,Friday: 1:00 – 11:30 PM,Saturday: 1:00 – 11:30 PM,Sunday: 1:00 – 11:30 PM
Al Bader Restaurant Ladypool Road,"178-182 Ladypool Rd., Sparkbrook, Birmingham",0121 773 9818,http://www.al-bader.co.uk/,restaurant,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 10:00 AM – 11:00 PM,Saturday: 10:00 AM – 11:00 PM,Sunday: 10:00 AM – 11:00 PM
Imlees,"125 Alcester Rd, Birmingham",0121 449 4335,Not Available,restaurant,Monday: Closed,Tuesday: 5:30 – 10:30 PM,Wednesday: 5:30 – 10:30 PM,Thursday: 5:30 – 10:30 PM,Friday: 5:15 – 11:00 PM,Saturday: 5:15 – 11:00 PM,Sunday: 5:30 – 10:30 PM
New Tasty Restaurant,"55 Station St, Birmingham",0121 643 5723,Not Available,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Han Dynasty Restaurant,"59-61 Station St, Birmingham",0121 633 9396,Not Available,restaurant,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: Closed,Thursday: 11:00 AM – 10:00 PM,Friday: 11:00 AM – 10:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: 11:00 AM – 10:00 PM
MyLahore Birmingham,"191-194 Bradford St, Birmingham",0121 771 1117,http://www.mylahore.co.uk/,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 PM – 12:00 AM,Saturday: 1:00 PM – 1:00 AM,Sunday: 1:00 – 11:00 PM
Tabule Kitchen,"18 St Mary's Row, Birmingham",0121 682 9470,https://tabulekitchen.co.uk/,cafe,Monday: 12:00 – 9:30 PM,Tuesday: 12:00 – 9:30 PM,Wednesday: 12:00 – 9:30 PM,Thursday: 12:00 – 9:30 PM,Friday: 12:00 – 10:00 PM,Saturday: 10:00 AM – 10:00 PM,Sunday: 10:00 AM – 9:00 PM
Savanna Restaurant,"32 Bristol St, Birmingham",0121 792 2654,Not Available,restaurant,Monday: 2:00 – 11:00 PM,Tuesday: 2:00 – 11:00 PM,Wednesday: 2:00 – 11:00 PM,Thursday: 2:00 – 11:00 PM,Friday: 2:00 PM – 12:00 AM,Saturday: 2:00 PM – 12:00 AM,Sunday: 2:00 – 11:00 PM
Wing Wah Restaurant (Buffet Open As Usual),"8a Wrottesley St, Birmingham",0121 327 7879,http://www.wingwah.net/,night_club,Monday: 4:00 – 9:00 PM,Tuesday: 4:00 – 9:00 PM,Wednesday: Closed,Thursday: 4:00 – 9:00 PM,Friday: 4:00 – 10:00 PM,"Saturday: 12:00 – 4:00 PM, 5:00 – 10:00 PM",Sunday: 12:00 – 8:00 PM
Pad Thai Restaurant & Karaoke Bar,"Cathay Bldg, 86 Holloway Head, Birmingham",0121 666 6669,http://www.padthai.co.uk/,night_club,Monday: 5:30 PM – 2:00 AM,Tuesday: 5:30 PM – 2:00 AM,Wednesday: 5:30 PM – 2:00 AM,Thursday: 5:30 PM – 2:00 AM,Friday: 5:30 PM – 2:00 AM,Saturday: 5:30 PM – 2:00 AM,Sunday: 5:30 PM – 2:00 AM
BLANC NRI Birmingham Indian Cuisine,"The Arcadian, 70 Hurst St, Birmingham",0121 692 1114,https://www.blancnri.co.uk/,restaurant,Monday: Closed,Tuesday: 5:00 – 11:30 PM,Wednesday: 5:00 – 11:30 PM,Thursday: 5:00 – 11:30 PM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: 5:00 – 11:30 PM
Turknazz Restaurant Moseley,"107 Alcester Rd, Birmingham",0121 449 9292,Not Available,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 10:00 PM
Thai Express (Birmingham),"Unit 36 (floor 2, 50 Stephenson St, Birmingham",0121 439 3250,http://www.thaiexpress.co.uk/,restaurant,Monday: 11:30 AM – 9:00 PM,Tuesday: 11:30 AM – 9:00 PM,Wednesday: 11:30 AM – 9:00 PM,Thursday: 11:30 AM – 9:00 PM,Friday: 11:00 AM – 9:30 PM,Saturday: 11:00 AM – 9:30 PM,Sunday: 11:30 AM – 6:00 PM
ME YOU RESTAURANT,"The Balti Triangle, 186 Ladypool Rd., Balsall Heath, Birmingham",07535 552536,https://meyourestaurant.co.uk/,cafe,Monday: 6:30 PM – 4:00 AM,Tuesday: 6:30 PM – 4:00 AM,Wednesday: 6:30 PM – 4:00 AM,Thursday: 6:30 PM – 4:00 AM,Friday: 6:30 PM – 4:00 AM,Saturday: 3:00 PM – 4:00 AM,Sunday: 3:00 PM – 4:00 AM
Ten Ichi,"70 Hurst St, Birmingham",0121 622 4559,Not Available,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: Closed,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 10:00 PM
Mythos Greek Taverna,"70 Hurst St, Birmingham",0121 622 5298,http://www.mythostaverna.co.uk/,restaurant,Monday: 12:00 – 9:30 PM,Tuesday: 12:00 – 9:30 PM,Wednesday: 12:00 – 9:30 PM,Thursday: 12:00 – 9:30 PM,Friday: 12:00 – 11:30 PM,Saturday: 12:00 – 11:30 PM,Sunday: 12:00 – 9:30 PM
Kababish Restaurant - Moseley,"29 Woodbridge Rd, Birmingham",0121 449 5556,http://www.kababish.co.uk/,restaurant,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 4:00 – 9:00 PM
Sabai Sabai - Moseley,"25 Woodbridge Rd, Moseley, Birmingham",0121 449 4498,https://www.sabaisabai.com/,restaurant,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 10:00 PM
Tung Lok,"Unit 1, China Court Building, Bath Psge, Ladywell Walk, Birmingham",0121 622 3086,Not Available,restaurant,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: 11:00 AM – 10:00 PM,Thursday: Closed,Friday: 11:00 AM – 10:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: 11:00 AM – 10:00 PM
Lahore Village Restaurant,"204 Ladypool Rd., Sparkbrook, Birmingham",0121 766 8477,https://lahorevillageonline.com/order-now,meal_takeaway,Monday: 12:00 – 10:30 PM,Tuesday: 12:00 – 10:30 PM,Wednesday: 1:00 – 10:30 PM,Thursday: 12:00 – 10:30 PM,Friday: 12:00 – 11:30 PM,Saturday: 12:00 – 11:30 PM,Sunday: 12:00 – 10:30 PM
Palmyra Syrian & Lebanese restaurant,"13 St Mary's Row, Moseley, Birmingham",0121 449 7450,https://palmyra-moseley.com/ijI7,restaurant,Monday: 10:00 AM – 9:00 PM,Tuesday: 10:00 AM – 9:00 PM,Wednesday: 10:00 AM – 9:00 PM,Thursday: 10:00 AM – 10:00 PM,Friday: 10:00 AM – 10:00 PM,Saturday: 10:00 AM – 10:00 PM,Sunday: 10:00 AM – 10:00 PM
Al Fursan Restaurant,"155 Stratford Rd, Sparkbrook, Birmingham",0121 448 3880,Not Available,restaurant,Monday: 6:00 AM – 10:00 PM,Tuesday: 6:00 AM – 10:00 PM,Wednesday: 6:00 AM – 10:00 PM,Thursday: 6:00 AM – 10:00 PM,Friday: 6:00 AM – 10:00 PM,Saturday: 6:00 AM – 10:00 PM,Sunday: 6:00 AM – 10:00 PM
JinLi Chinese Restaurant in Birmingham,"Cathay, Unit B201 The Arcadian, Pershore St, Birmingham",0121 622 6060,https://jinlibirmingham.business.site/,restaurant,Monday: 12:00 – 10:30 PM,Tuesday: 12:00 – 10:30 PM,Wednesday: 12:00 – 10:30 PM,Thursday: 12:00 – 10:30 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 10:30 PM
RUGA BISTRO,"Ground Floor, 10 Pershore St, Birmingham",0121 692 1928,Not Available,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 9:30 PM
Seoul Kitchen Birmingham,"Unit 1, Sirius 24, Suffolk Street Queensway, Birmingham",0121 448 9989,https://linktr.ee/seoulkitchenbirmingham,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 10:00 PM
TruBurger,"369 Ladypool Rd., Balsall Heath, Birmingham",Not Available,Not Available,restaurant,Monday: 4:00 – 10:30 PM,Tuesday: 4:00 – 10:30 PM,Wednesday: 4:00 – 10:30 PM,Thursday: 4:00 – 10:30 PM,Friday: 4:00 – 11:00 PM,Saturday: 1:00 – 11:00 PM,Sunday: 1:00 – 10:30 PM
Pizza Hut,"R4, Lower Mall, Birmingham",0121 643 3359,https://www.pizzahut.co.uk/restaurants/store/details/BirminghamBullring,meal_takeaway,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: 11:00 AM – 10:00 PM,Thursday: 11:00 AM – 10:00 PM,Friday: 11:00 AM – 10:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: 11:30 AM – 9:00 PM
Eat Vietnam,"1422 Pershore Rd, Stirchley, Birmingham",0121 433 3377,http://www.eatvietnam.co.uk/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: 5:00 – 9:00 PM,Thursday: 5:00 – 9:00 PM,Friday: 12:00 – 9:30 PM,Saturday: 12:00 – 9:30 PM,Sunday: Closed
Akram Kashmiri Restaurant,"1526 Pershore Rd, Stirchley, Birmingham",0121 433 4320,http://www.akrams.biz/,restaurant,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 PM – 1:00 AM,Saturday: 5:00 PM – 1:00 AM,Sunday: 5:00 – 11:00 PM
Akash Tandoori,"1425 Pershore Rd, Stirchley, Birmingham",0121 458 4109,http://www.akashtandoorionline.com/,night_club,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 9:30 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 11:00 PM
Rajpoot,"1831-1833 Pershore Rd, Cotteridge, Birmingham",0121 458 5604,http://www.rajpoot71.co.uk/,restaurant,Monday: 4:00 – 11:00 PM,Tuesday: 4:00 – 11:00 PM,Wednesday: 4:00 – 11:00 PM,Thursday: 4:00 – 11:00 PM,Friday: 4:00 – 11:00 PM,Saturday: 4:00 – 11:00 PM,Sunday: 4:00 – 11:00 PM
Patiala Indian Restaurants Birmingham,"1260 Pershore Rd, Stirchley, Birmingham",0121 486 3939,http://www.patiala.co.uk/,restaurant,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 11:00 PM
Radhuni Restaurant,"284 Vicarage Rd, King's Heath, Birmingham",0121 441 4486,https://www.radhunibirmingham.com/,meal_takeaway,Monday: 5:30 – 11:00 PM,Tuesday: 5:30 – 11:00 PM,Wednesday: 5:30 – 11:00 PM,Thursday: 5:30 – 11:00 PM,Friday: 5:30 – 11:00 PM,Saturday: 5:30 – 11:00 PM,Sunday: 5:30 – 11:00 PM
Verbena,"1474 Pershore Rd, Stirchley, Birmingham",Not Available,http://verbenakitchen.co.uk/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 5:30 – 10:00 PM,Friday: 5:30 – 10:00 PM,Saturday: 5:30 – 10:00 PM,Sunday: Closed
